MUN_NAME,SETT_NAME,SETT_TYPE,CP,No. De Manzanas,OBJECTID,POSTALCODE,ST_NAME,AREA,Shape_Leng,Shape_Area,Columna1
LA MAGDALENA CONTRERAS,UNIDAD INDEPENDENCIA IMSS,UNIDAD HABITACIONAL,10100,1,12410,10100,DISTRITO FEDERAL,700029324,0.012584421,7.68E-06,
TL?HUAC,TEZONTITLA,CAMPAMENTO,13429,1,12647,13429,DISTRITO FEDERAL,720607723,0.003263287,4.56E-07,
TL?HUAC,DEPORTIVA CET 1,COLONIA,13430,1,12650,13430,DISTRITO FEDERAL,720607723,0.026398499,3.84E-05,
TLALPAN,FAROLES DEL PEDREGAL,FRACCIONAMIENTO,14018,1,12694,14018,DISTRITO FEDERAL,700029214,0.010926835,3.78E-06,
TLALPAN,EQUIPAMIENTO COLEGIO MEXICO,COLONIA,14340,1,12785,14340,DISTRITO FEDERAL,700029214,0.012248672,8.29E-06,
TLALPAN,EX EJIDO DE HUIPULCO,COLONIA,14380,1,12805,14380,DISTRITO FEDERAL,700029214,0.016641667,1.47E-05,
TLALPAN,IXTLAHUACA,PUEBLO,14500,1,12870,14500,DISTRITO FEDERAL,700029214,0.004438847,9.89E-07,
XOCHIMILCO,ANAHUAC,BARRIO,16034,1,13036,16034,DISTRITO FEDERAL,713731114,0.002880341,1.97E-07,
XOCHIMILCO,ARCADA,UNIDAD HABITACIONAL,16057,1,13053,16057,DISTRITO FEDERAL,713731114,0.003329308,7.11E-07,
XOCHIMILCO,HACIENDA SAN PABLO,PUEBLO,16200,1,13073,16200,DISTRITO FEDERAL,713731114,0.006206051,1.78E-06,
XOCHIMILCO,ACUEDUCTO SIGLO 21,PUEBLO,16200,1,13076,16200,DISTRITO FEDERAL,713731114,0.003327324,6.68E-07,
?LVARO OBREG?N,EL CUERVO,COLONIA,1538,1,11260,1538,DISTRITO FEDERAL,711515239,0.003030108,5.53E-07,
?LVARO OBREG?N,EL CABALLITO,CAMPAMENTO,1856,1,11363,1856,DISTRITO FEDERAL,711515239,0.005075425,1.55E-06,
AZCAPOTZALCO,JARDINES DE CAYLAN,UNIDAD HABITACIONAL,2350,1,11425,2350,DISTRITO FEDERAL,700029112,0.006979123,2.97E-06,
COYOAC?N,AMERICA 143,BARRIO,4030,1,11555,4030,DISTRITO FEDERAL,700029346,0.004467162,3.87E-07,
COYOAC?N,MONSERRAT UNIVERSIDAD,PUEBLO,4330,1,11602,4330,DISTRITO FEDERAL,700029346,0.0036896,8.26E-07,
COYOAC?N,COPILCO IV,COLONIA,4369,1,11631,4369,DISTRITO FEDERAL,700029346,0.001460534,1.19E-07,
COYOAC?N,RESIDENCIAL COYOACAN,PUEBLO,4380,1,11638,4380,DISTRITO FEDERAL,700029346,0.002359885,3.00E-07,
COYOAC?N,DIVISION DEL NORTEL 3533,PUEBLO,4620,1,11671,4620,DISTRITO FEDERAL,700029346,0.003505491,7.01E-07,
COYOAC?N,RINCON DE TLALPAN,CONDOMINIO,4650,1,11676,4650,DISTRITO FEDERAL,700029346,0.002039557,2.33E-07,
COYOAC?N,CONJUNTO MAGDALENA,CONDOMINIO,4650,1,11679,4650,DISTRITO FEDERAL,700029346,0.001089339,7.40E-08,
CUAJIMALPA DE MORELOS,LA GAVIA,COLONIA,5310,1,11772,5310,DISTRITO FEDERAL,711515242,0.002848817,2.30E-07,
GUSTAVO A MADERO,5 DE MAYO,COLONIA,7200,1,11890,7200,DISTRITO FEDERAL,700518396,0.001746689,1.83E-07,
GUSTAVO A MADERO,LUIS E RODRIGUEZ OROZCO,UNIDAD HABITACIONAL,7249,1,11906,7249,DISTRITO FEDERAL,700518396,0.00217317,2.93E-07,
GUSTAVO A MADERO,RESIDENCIAL NIZA,BARRIO,7320,1,11932,7320,DISTRITO FEDERAL,700518396,0.003793643,7.63E-07,
GUSTAVO A MADERO,TICOMAN I,BARRIO,7320,1,11935,7320,DISTRITO FEDERAL,700518396,0.003651068,8.14E-07,
GUSTAVO A MADERO,VALLE GOMEZ,COLONIA,7840,1,12042,7840,DISTRITO FEDERAL,700518396,0.003857128,5.03E-07,
GUSTAVO A MADERO,LORETO FABELA,PUEBLO,7950,1,12076,7950,DISTRITO FEDERAL,700518396,0.003245453,4.48E-07,
IZTAPALAPA,OJITO DE AGUA,UNIDAD HABITACIONAL,9500,2,12253,9500,DISTRITO FEDERAL,700029358,0.005432153,1.71E-06,
MIGUEL HIDALGO,SAN LORENZO TLALTENANGO,PUEBLO,11210,2,12465,11210,DISTRITO FEDERAL,700034234,0.019338111,1.33E-05,
MIGUEL HIDALGO,PLAN DE BARRANCAS,COLONIA,11950,2,12541,11950,DISTRITO FEDERAL,700029167,0.008409342,4.04E-06,
MILPA ALTA,LAS ARBOLEDA,BARRIO,12100,2,12554,12100,DISTRITO FEDERAL,720607724,0.005344913,0.000001128,
TLALPAN,ZONA ARQUEOLOGICA DE CUICUILCO,COLONIA,14060,2,12703,14060,DISTRITO FEDERAL,700029214,0.017714547,1.49E-05,
TLALPAN,VERGEL DEL SUR,COLONIA,14340,2,12783,14340,DISTRITO FEDERAL,700029214,0.013892306,1.14E-05,
TLALPAN,GLORIETA DE VAQUERITOS,COLONIA,14380,2,12802,14380,DISTRITO FEDERAL,700029214,0.008224381,3.54E-06,
TLALPAN,CUMBRES DE TEPETONGO,PUEBLO,14420,2,12833,14420,DISTRITO FEDERAL,700029214,0.005942994,1.70E-06,
TLALPAN,LOS ANGELES,PUEBLO,14500,2,12860,14500,DISTRITO FEDERAL,700029214,0.006589969,2.21E-06,
VENUSTIANO CARRANZA,MADERO,COLONIA,15370,2,12945,15370,DISTRITO FEDERAL,701922214,0.009856776,4.95E-06,
VENUSTIANO CARRANZA,7 DE JULIO,COLONIA,15390,2,12948,15390,DISTRITO FEDERAL,701922214,0.023720146,2.48E-05,
VENUSTIANO CARRANZA,FICAPRO C UNO 670,COLONIA,15610,2,12967,15610,DISTRITO FEDERAL,701922214,0.001599424,9.27E-08,
XOCHIMILCO,BOSQUES DEL SUR,COLONIA,16010,2,13006,16010,DISTRITO FEDERAL,713731114,0.012616982,7.75E-06,
XOCHIMILCO,RESIDENCIAL ALDAMA,COLONIA,16010,2,13014,16010,DISTRITO FEDERAL,713731114,0.015091199,1.11E-05,
XOCHIMILCO,LA GALVIA,COLONIA,16030,2,13026,16030,DISTRITO FEDERAL,713731114,0.004049282,1.03E-06,
XOCHIMILCO,AZTLAN LOS APACHES,BARRIO,16034,2,13037,16034,DISTRITO FEDERAL,713731114,0.014473917,3.21E-06,
XOCHIMILCO,TABLAS DE SAN LORENZO,CAMPAMENTO,16090,2,13067,16090,DISTRITO FEDERAL,713731114,0.011001882,5.87E-06,
XOCHIMILCO,CANAL 11,PUEBLO,16200,2,13072,16200,DISTRITO FEDERAL,713731114,0.009337658,3.73E-06,
XOCHIMILCO,JUSTICIA SOCIAL,COLONIA,16710,2,13125,16710,DISTRITO FEDERAL,713731114,0.005865478,2.02E-06,
XOCHIMILCO,PROGRESO,PUEBLO,16800,2,13146,16800,DISTRITO FEDERAL,713731114,0.015826963,1.03E-05,
?LVARO OBREG?N,BELEN DE LAS FLORES SECCION TURBINA,COLONIA,1110,2,11098,1110,DISTRITO FEDERAL,711515239,0.001650716,1.53E-07,
?LVARO OBREG?N,REVOLUCION,COLONIA,1120,2,11107,1120,DISTRITO FEDERAL,711515239,0.005059523,8.79E-07,
?LVARO OBREG?N,TLAYACAPA,COLONIA,1389,2,11218,1389,DISTRITO FEDERAL,711515239,0.017897009,1.64E-05,
?LVARO OBREG?N,LOMAS DEL CAPULIN,COLONIA,1860,2,11369,1860,DISTRITO FEDERAL,711515239,0.023906187,1.78E-05,
AZCAPOTZALCO,NUEVA EL ROSARIO,COLONIA,2128,2,11407,2128,DISTRITO FEDERAL,700029112,0.010184812,4.87E-06,
AZCAPOTZALCO,HUAUTLA DE LAS SALINAS,BARRIO,2330,2,11423,2330,DISTRITO FEDERAL,700029112,0.01157748,7.07E-06,
COYOAC?N,CONJUNTO CALIFORNIA,COLONIA,4040,2,11557,4040,DISTRITO FEDERAL,700029346,0.003002649,4.43E-07,
COYOAC?N,CHURUBUSCO COUNTRY CLUB,COLONIA,4210,2,11568,4210,DISTRITO FEDERAL,700029346,0.025468175,2.72E-05,
COYOAC?N,MONSERRAT 100,FRACCIONAMIENTO,4309,2,11580,4309,DISTRITO FEDERAL,700029346,0.004290372,8.59E-07,
COYOAC?N,CLUB DE TENIS COYOACAN,FRACCIONAMIENTO,4320,2,11596,4320,DISTRITO FEDERAL,700029346,0.006096648,2.21E-06,
COYOAC?N,COPILCO III,PUEBLO,4330,2,11600,4330,DISTRITO FEDERAL,700029346,0.002927967,0.000000353,
COYOAC?N,LAS TORRES USCOVI,PUEBLO,4330,2,11601,4330,DISTRITO FEDERAL,700029346,0.003793005,8.63E-07,
COYOAC?N,LAS FLORES (FICAPRO),COLONIA,4369,2,11628,4369,DISTRITO FEDERAL,700029346,0.001432979,1.34E-07,
COYOAC?N,SUCHIL 109,PUEBLO,4380,2,11636,4380,DISTRITO FEDERAL,700029346,0.005406132,1.76E-06,
COYOAC?N,HIDALGO 191,PUEBLO,4620,2,11672,4620,DISTRITO FEDERAL,700029346,0.002451039,3.10E-07,
COYOAC?N,EX EJIDO SAN PABLO TEPETLAPA,COLONIA,4800,2,11699,4800,DISTRITO FEDERAL,700029346,0.042517552,0.000046431,
CUAJIMALPA DE MORELOS,TLAXALA,COLONIA,5348,2,11780,5348,DISTRITO FEDERAL,711515242,0.01004371,6.63E-06,
GUSTAVO A MADERO,ZONA ESCOLAR ORIENTE,COLONIA,7239,2,11900,7239,DISTRITO FEDERAL,700518396,0.014163263,9.90E-06,
GUSTAVO A MADERO,TICOMAN II,BARRIO,7320,2,11936,7320,DISTRITO FEDERAL,700518396,0.004030229,1.01E-06,
GUSTAVO A MADERO,ACUEDUCTO,UNIDAD HABITACIONAL,7349,2,11946,7349,DISTRITO FEDERAL,700518396,0.019230769,1.76E-05,
GUSTAVO A MADERO,NVA INDUSTRIAL VALLEJO,COLONIA,7700,2,12008,7700,DISTRITO FEDERAL,700518396,0.021314254,1.20E-05,
GUSTAVO A MADERO,JOYITA,COLONIA,7860,2,12049,7860,DISTRITO FEDERAL,700518396,0.005554803,7.14E-07,
GUSTAVO A MADERO,BLANCA AVILA,PUEBLO,7950,2,12081,7950,DISTRITO FEDERAL,700518396,0.002460108,3.35E-07,
IZTACALCO,AMADO NERVO,BARRIO,8650,2,12128,8650,DISTRITO FEDERAL,700029361,0.006236856,1.36E-06,
IZTACALCO,CAMPAMENTO 2 DE OCTUBRE,UNIDAD HABITACIONAL,8930,2,12151,8930,DISTRITO FEDERAL,700029361,0.00547901,1.69E-06,
IZTAPALAPA,8VA AMPLIACION SAN MIGUEL,COLONIA,9837,3,12350,9837,DISTRITO FEDERAL,700029358,0.010626259,4.05E-06,
IZTAPALAPA,AMPL VERACRUZANA,COLONIA,9856,3,12362,9856,DISTRITO FEDERAL,700029358,0.00294104,5.30E-07,
LA MAGDALENA CONTRERAS,PUENTE SIERRA,FRACCIONAMIENTO,10110,3,12413,10110,DISTRITO FEDERAL,700029324,0.014061313,5.14E-06,
MILPA ALTA,CENTRO MILPA ALTA,BARRIO,12000,3,12546,12000,DISTRITO FEDERAL,720607724,0.009424602,4.44E-06,
MILPA ALTA,NOXALCO,BARRIO,12100,3,12556,12100,DISTRITO FEDERAL,720607724,0.010569801,4.61E-06,
TL?HUAC,PUEBLO SANTA CATARINA YECAHUIZOTL,BARRIO,13100,3,12597,13100,DISTRITO FEDERAL,720607723,0.033538041,6.66E-05,
TL?HUAC,LAS ARBOLEDAS,COLONIA,13219,3,12611,13219,DISTRITO FEDERAL,720607723,0.011929761,7.07E-06,
TL?HUAC,SANTIAGO NORTE,BARRIO,13300,3,12630,13300,DISTRITO FEDERAL,720607723,0.018443048,1.35E-05,
TL?HUAC,ZONA DE RESERVA ECOLOGICA,COLONIA,13430,3,12648,13430,DISTRITO FEDERAL,720607723,0.026710182,3.98E-05,
TLALPAN,RINCONADA SANTA TERESA,COLONIA,14010,3,12690,14010,DISTRITO FEDERAL,700029214,0.011839602,4.74E-06,
TLALPAN,RESIDENCIAL DEL PEDREGAL,UNIDAD HABITACIONAL,14130,3,12722,14130,DISTRITO FEDERAL,700029214,0.006214998,1.81E-06,
TLALPAN,EQUIPAMIENTO PREPARATORIA NUM. 5,COLONIA,14310,3,12762,14310,DISTRITO FEDERAL,700029214,0.013602317,9.30E-06,
TLALPAN,POTRERO ACOXPA,CONJUNTO HABITACIONA,14358,3,12792,14358,DISTRITO FEDERAL,700029214,0.00715094,2.75E-06,
TLALPAN,LA QUINTA,CAMPAMENTO,14520,3,12872,14520,DISTRITO FEDERAL,700029214,0.021031963,1.78E-05,
TLALPAN,PRADOS AJUSCO,PUEBLO,14710,3,12900,14710,DISTRITO FEDERAL,700029214,0.009894663,5.96E-06,
VENUSTIANO CARRANZA,MORELOS II,COLONIA,15280,3,12932,15280,DISTRITO FEDERAL,701922214,0.003355235,6.49E-07,
XOCHIMILCO,MANANTIALES,PUEBLO,16400,3,13092,16400,DISTRITO FEDERAL,713731114,0.003728604,7.70E-07,
XOCHIMILCO,ALCANFORES,PUEBLO,16450,3,13102,16450,DISTRITO FEDERAL,713731114,0.008001768,3.20E-06,
?LVARO OBREG?N,UNIDAD HAB LOMAS DE STO DOMINGO,COLONIA,1100,3,11088,1100,DISTRITO FEDERAL,711515239,0.015780663,8.40E-06,
?LVARO OBREG?N,CENTRAL CAMIONERA PONIENTE,COLONIA,1140,3,11119,1140,DISTRITO FEDERAL,711515239,0.012785458,7.94E-06,
?LVARO OBREG?N,SAN GABRIEL,COLONIA,1310,3,11211,1310,DISTRITO FEDERAL,711515239,0.018870943,4.90E-06,
?LVARO OBREG?N,PIRU XOCOMECATLA,COLONIA,1530,3,11256,1530,DISTRITO FEDERAL,711515239,0.006573677,2.41E-06,
?LVARO OBREG?N,ARCOS DEL CENTENARIO,COLONIA,1618,3,11294,1618,DISTRITO FEDERAL,711515239,0.007823753,3.67E-06,
?LVARO OBREG?N,EL ENCINO,COLONIA,1708,3,11322,1708,DISTRITO FEDERAL,711515239,0.00809294,2.76E-06,
?LVARO OBREG?N,INFONAVIT,UNIDAD HABITACIONAL,10100,3,11372,10100,DISTRITO FEDERAL,711515239,0.005382015,1.45E-06,
AZCAPOTZALCO,AMPL PETROLERA,COLONIA,2470,3,11440,2470,DISTRITO FEDERAL,700029112,0.013981166,1.12E-05,
COYOAC?N,BARRIO LA CONCEPCION,BARRIO,4020,3,11553,4020,DISTRITO FEDERAL,700029346,0.010156922,3.74E-06,
COYOAC?N,BARRIO OXTOPULCO,BARRIO,4318,3,11587,4318,DISTRITO FEDERAL,700029346,0.012386342,8.37E-06,
COYOAC?N,FRACC LOS CIRUELOS,FRACCIONAMIENTO,4830,3,11704,4830,DISTRITO FEDERAL,700029346,0.006837617,2.01E-06,
CUAJIMALPA DE MORELOS,RES PARQUE ESCONDIDO,COLONIA,5100,3,11747,5100,DISTRITO FEDERAL,711515242,0.012934248,6.07E-06,
GUSTAVO A MADERO,NUEVA ESMERALDA,COLONIA,7540,3,11989,7540,DISTRITO FEDERAL,700518396,0.003982161,3.66E-07,
GUSTAVO A MADERO,RESIDENCIAL ELITE,COLONIA,7707,3,12011,7707,DISTRITO FEDERAL,700518396,0.001514394,1.35E-07,
GUSTAVO A MADERO,CONDUMODULOS,UNIDAD HABITACIONAL,7710,3,12017,7710,DISTRITO FEDERAL,700518396,0.003865631,9.66E-07,
IZTAPALAPA,BARRIO TULA CULHUACAN,COLONIA,9800,4,12330,9800,DISTRITO FEDERAL,700029358,0.011518423,5.29E-06,
IZTAPALAPA,UNIDAD HAB FOVISSSTE SAN JUAN,UNIDAD HABITACIONAL,9839,4,12353,9839,DISTRITO FEDERAL,700029358,0.018726355,1.99E-05,
IZTAPALAPA,ESTADO DE VERACRUZ,COLONIA,9856,4,12363,9856,DISTRITO FEDERAL,700029358,0.005329824,1.35E-06,
TL?HUAC,AMPL SAN MIGUEL TL?HUAC,BARRIO,13100,4,12599,13100,DISTRITO FEDERAL,720607723,0.137125101,0.000658618,
TL?HUAC,SAN MIGUEL ZAPOTITLA,UNIDAD HABITACIONAL,13209,4,12605,13209,DISTRITO FEDERAL,720607723,0.005708315,1.56E-06,
TLALPAN,VILLA CHARRA DEL PEDREGAL,COLONIA,14010,4,12691,14010,DISTRITO FEDERAL,700029214,0.016260366,1.10E-05,
TLALPAN,FRACC INSURGENTES CUICUILCO,FRACCIONAMIENTO,14018,4,12695,14018,DISTRITO FEDERAL,700029214,0.015620293,5.77E-06,
TLALPAN,DE CARAMAGUEY,BARRIO,14267,4,12747,14267,DISTRITO FEDERAL,700029214,0.013187411,1.00E-05,
TLALPAN,VILLA DE BENALMADENA,UNIDAD HABITACIONAL,14328,4,12770,14328,DISTRITO FEDERAL,700029214,0.005153348,1.59E-06,
TLALPAN,PERIFERICO UNIDAD HABITACIONAL,UNIDAD HABITACIONAL,14335,4,12776,14335,DISTRITO FEDERAL,700029214,0.003082926,6.00E-07,
TLALPAN,CONJUNTO RES VILLA PRADO COAPA,CONJUNTO HABITACIONA,14358,4,12791,14358,DISTRITO FEDERAL,700029214,0.007465665,2.51E-06,
TLALPAN,ARENAL DE GUADALUPE,COLONIA,14389,4,12809,14389,DISTRITO FEDERAL,700029214,0.017928174,1.60E-05,
TLALPAN,VILLA COAPA,COLONIA,14390,4,12819,14390,DISTRITO FEDERAL,700029214,0.015929718,1.49E-05,
TLALPAN,LOS ARCOS,PUEBLO,14500,4,12861,14500,DISTRITO FEDERAL,700029214,0.019083014,1.38E-05,
TLALPAN,VILLA TLALPAN,COLONIA,14630,4,12881,14630,DISTRITO FEDERAL,700029214,0.005904582,1.74E-06,
TLALPAN,EL ZACATON,CAMPAMENTO,14734,4,12905,14734,DISTRITO FEDERAL,700029214,0.036055067,6.12E-05,
TLALPAN,PARRES EL GUARDA,PUEBLO,14900,4,12915,14900,DISTRITO FEDERAL,700029214,0.03599908,7.08E-05,
VENUSTIANO CARRANZA,ESCUELA DE TIRO,COLONIA,15380,4,12947,15380,DISTRITO FEDERAL,701922214,0.014576325,8.49E-06,
VENUSTIANO CARRANZA,MIGUEL HIDALGO,COLONIA,15470,4,12957,15470,DISTRITO FEDERAL,701922214,0.00826695,3.16E-06,
VENUSTIANO CARRANZA,CALLE 2 98,COLONIA,15610,4,12968,15610,DISTRITO FEDERAL,701922214,0.002827019,4.45E-07,
VENUSTIANO CARRANZA,MORELOS I,UNIDAD HABITACIONAL,15940,4,12996,15940,DISTRITO FEDERAL,701922214,0.003071237,5.74E-07,
VENUSTIANO CARRANZA,MORELOS III,UNIDAD HABITACIONAL,15940,4,12997,15940,DISTRITO FEDERAL,701922214,0.004272312,6.94E-07,
XOCHIMILCO,BOSQUES RESIDENCIAL CIPRES,COLONIA,16010,4,13008,16010,DISTRITO FEDERAL,713731114,0.00782616,3.28E-06,
XOCHIMILCO,LAS PERITAS,COLONIA,16010,4,13011,16010,DISTRITO FEDERAL,713731114,0.015016625,6.01E-06,
XOCHIMILCO,ALDAMA,COLONIA,16010,4,13016,16010,DISTRITO FEDERAL,713731114,0.01211872,5.54E-06,
XOCHIMILCO,REDENCION,COLONIA,16050,4,13052,16050,DISTRITO FEDERAL,713731114,0.008025722,3.84E-06,
XOCHIMILCO,GUADALUPITA,BARRIO,16070,4,13058,16070,DISTRITO FEDERAL,713731114,0.00726726,2.89E-06,
XOCHIMILCO,SANTA CRUCITA,BARRIO,16070,4,13060,16070,DISTRITO FEDERAL,713731114,0.010289013,6.64E-06,
XOCHIMILCO,TLALTEPETLA,PUEBLO,16800,4,13144,16800,DISTRITO FEDERAL,713731114,0.009592231,0.000004616,
XOCHIMILCO,TEPOZANES,PUEBLO,16900,4,13160,16900,DISTRITO FEDERAL,713731114,0.011308553,7.82E-06,
?LVARO OBREG?N,BELEN DE LAS FLORES SECCION ORIENTE,COLONIA,1110,4,11094,1110,DISTRITO FEDERAL,711515239,0.004358794,1.25E-06,
?LVARO OBREG?N,BELEN DE LAS FLORES SECCION RANCHERIA,COLONIA,1110,4,11096,1110,DISTRITO FEDERAL,711515239,0.005241983,1.34E-06,
?LVARO OBREG?N,BELEN DE LAS FLORES SECCION RELLENO,COLONIA,1110,4,11097,1110,DISTRITO FEDERAL,711515239,0.005980962,1.10E-06,
?LVARO OBREG?N,LAS AMERICAS,COLONIA,1120,4,11106,1120,DISTRITO FEDERAL,711515239,0.014312623,9.26E-06,
?LVARO OBREG?N,ABRAHAM GONZALEZ,UNIDAD HABITACIONAL,1170,4,11129,1170,DISTRITO FEDERAL,711515239,0.007255905,2.76E-06,
?LVARO OBREG?N,COMPA?IA DE LUZ,COLONIA,1220,4,11145,1220,DISTRITO FEDERAL,711515239,0.008169662,3.94E-06,
?LVARO OBREG?N,PUEBLO NUEVO,COLONIA,1240,4,11160,1240,DISTRITO FEDERAL,711515239,0.003447521,0.000000728,
?LVARO OBREG?N,MARGARITA MAZA DE JUAREZ,COLONIA,1250,4,11163,1250,DISTRITO FEDERAL,711515239,0.010252244,3.14E-06,
?LVARO OBREG?N,TEMPRANILLO,COLONIA,1296,4,11203,1296,DISTRITO FEDERAL,711515239,0.004840011,1.12E-06,
?LVARO OBREG?N,UNIDAD HAB ANTONIO CARRILLO FLORES,UNIDAD HABITACIONAL,1379,4,11216,1379,DISTRITO FEDERAL,711515239,0.004436803,1.23E-06,
?LVARO OBREG?N,SOCIEDAD COOPERATIVA PODER POPULAR,FRACCIONAMIENTO,1600,4,11292,1600,DISTRITO FEDERAL,711515239,0.010571469,4.47E-06,
?LVARO OBREG?N,LA HERRADURA,COLONIA,1760,4,11341,1760,DISTRITO FEDERAL,711515239,0.005608969,1.36E-06,
AZCAPOTZALCO,UNIDAD HAB SAN PABLO XALPA,COLONIA,2128,4,11405,2128,DISTRITO FEDERAL,700029112,0.023091921,2.25E-05,
BENITO JU?REZ,U HAB IMSS NARVARTE,COLONIA,3023,4,11497,3023,DISTRITO FEDERAL,700029315,0.013232314,9.25E-06,
BENITO JU?REZ,DEL LAGO,COLONIA,3640,4,11532,3640,DISTRITO FEDERAL,700029315,0.007695224,2.75E-06,
COYOAC?N,OXTOPULCO UNIVERSIDAD,BARRIO,4318,4,11586,4318,DISTRITO FEDERAL,700029346,0.020414962,1.32E-05,
COYOAC?N,BARRIO CUADRANTE DE SAN FRANCISCO,FRACCIONAMIENTO,4320,4,11595,4320,DISTRITO FEDERAL,700029346,0.017254684,7.45E-06,
COYOAC?N,REAL DE LOS REYES 87,PUEBLO,4330,4,11607,4330,DISTRITO FEDERAL,700029346,0.003850503,7.59E-07,
COYOAC?N,CONJUNTO COPILCO UNIVERSIDAD,COLONIA,4360,4,11627,4360,DISTRITO FEDERAL,700029346,0.007459861,2.70E-06,
COYOAC?N,ROSARIO,PUEBLO,4380,4,11635,4380,DISTRITO FEDERAL,700029346,0.013554636,9.98E-06,
COYOAC?N,EX EJIDO SAN FRANCISCO CULHUACAN,COLONIA,4480,4,11651,4480,DISTRITO FEDERAL,700029346,0.010645767,2.98E-06,
COYOAC?N,LAS CABA?AS,COLONIA,4899,4,11713,4899,DISTRITO FEDERAL,700029346,0.011023037,3.72E-06,
COYOAC?N,LOS GIRASOLES I,COLONIA,4920,4,11723,4920,DISTRITO FEDERAL,700029346,0.020584507,2.26E-05,
CUAJIMALPA DE MORELOS,SAN PEDRO,COLONIA,5030,4,11741,5030,DISTRITO FEDERAL,711515242,0.013863894,6.28E-06,
CUAJIMALPA DE MORELOS,LA PUNTADA,COLONIA,5100,4,11745,5100,DISTRITO FEDERAL,711515242,0.013055385,7.20E-06,
GUSTAVO A MADERO,BUGAMBILIAS DE TICOMAN,UNIDAD HABITACIONAL,7280,4,11921,7280,DISTRITO FEDERAL,700518396,0.004964094,1.02E-06,
GUSTAVO A MADERO,JARDINES DEL MEDITERRANEO II,BARRIO,7320,4,11928,7320,DISTRITO FEDERAL,700518396,0.004263039,4.29E-07,
GUSTAVO A MADERO,CAMPAMENTO LA ESMERALDA,COLONIA,7540,4,11992,7540,DISTRITO FEDERAL,700518396,0.005884074,1.22E-06,
GUSTAVO A MADERO,AMPL MAGDALENA DE LAS SALINAS,COLONIA,7760,4,12026,7760,DISTRITO FEDERAL,700518396,0.036363666,5.49E-05,
IZTACALCO,UNIDAD DEPORTIVA MAGDALENA MIXHUCA,COLONIA,8420,4,12115,8420,DISTRITO FEDERAL,700029361,0.055137545,0.000137847,
IZTACALCO,ZAPOTLA,BARRIO,8610,4,12121,8610,DISTRITO FEDERAL,700029361,0.012198264,8.63E-06,
IZTAPALAPA,REFORMA EDUCATIVA,UNIDAD HABITACIONAL,9219,5,12184,9219,DISTRITO FEDERAL,700029358,0.007617147,3.08E-06,
IZTAPALAPA,AMPL SIFON,COLONIA,9400,5,12226,9400,DISTRITO FEDERAL,700029358,0.010854152,6.26E-06,
LA MAGDALENA CONTRERAS,HUEYOTLA,COLONIA,10360,5,12424,10360,DISTRITO FEDERAL,700029324,0.008234192,1.69E-06,
MIGUEL HIDALGO,REAL DE LOMAS,COLONIA,11000,5,12453,11000,DISTRITO FEDERAL,700029167,0.019882198,1.85E-05,
MIGUEL HIDALGO,HUICHAPAN,COLONIA,11290,5,12477,11290,DISTRITO FEDERAL,700029167,0.013484807,1.01E-05,
MIGUEL HIDALGO,VENTURA PEREZ DE ALBA,COLONIA,11430,5,12495,11430,DISTRITO FEDERAL,700029167,0.012858551,7.80E-06,
MIGUEL HIDALGO,AMPL POPO,COLONIA,11489,5,12510,11489,DISTRITO FEDERAL,700029167,0.006558197,2.64E-06,
MIGUEL HIDALGO,RINCON DEL BOSQUE,COLONIA,11580,5,12523,11580,DISTRITO FEDERAL,700029167,0.008490376,3.51E-06,
TL?HUAC,SAN JUAN,BARRIO,13030,5,12583,13030,DISTRITO FEDERAL,720607723,0.011038475,4.26E-06,
TL?HUAC,LOS REYES,BARRIO,13060,5,12588,13060,DISTRITO FEDERAL,720607723,0.013195913,1.05E-05,
TL?HUAC,LAS PUERTAS,COLONIA,13440,5,12651,13440,DISTRITO FEDERAL,720607723,0.013073934,9.16E-06,
TL?HUAC,TEPANTITLAMILCO,COLONIA,13700,5,12681,13700,DISTRITO FEDERAL,720607723,0.01847488,1.55E-05,
TLALPAN,BARRIO LA LONJA,BARRIO,14268,5,12748,14268,DISTRITO FEDERAL,700029214,0.01297029,7.32E-06,
TLALPAN,RES MIRAMONTES,COLONIA,14300,5,12754,14300,DISTRITO FEDERAL,700029214,0.009043427,2.45E-06,
TLALPAN,LAS HADAS,COLONIA,14390,5,12821,14390,DISTRITO FEDERAL,700029214,0.01083085,5.20E-06,
TLALPAN,CAMISETA CALVARIO,COLONIA,14410,5,12827,14410,DISTRITO FEDERAL,700029214,0.007681316,3.30E-06,
TLALPAN,TLAXACALTENGO (LA MESA),COLONIA,14426,5,12836,14426,DISTRITO FEDERAL,700029214,0.005348967,1.62E-06,
TLALPAN,FRACC SAN BUENAVENTURA,COLONIA,14629,5,12879,14629,DISTRITO FEDERAL,700029214,0.013814723,7.47E-06,
TLALPAN,LA NOPALERA,COLONIA,14646,5,12886,14646,DISTRITO FEDERAL,700029214,0.013361496,1.01E-05,
TLALPAN,LA ESTACION,PUEBLO,14700,5,12897,14700,DISTRITO FEDERAL,700029214,0.010587826,6.82E-06,
VENUSTIANO CARRANZA,MORAZAN,COLONIA,15100,5,12921,15100,DISTRITO FEDERAL,701922214,0.005290047,1.09E-06,
VENUSTIANO CARRANZA,CALLE 5 472,COLONIA,15610,5,12969,15610,DISTRITO FEDERAL,701922214,0.002759202,3.38E-07,
